sentence,textID,mean_age,mean_leaning,n_coder,morality,emotion,positive,negative,both,care,fairness,loyalty,authority,sanctity,harm,injustice,betrayal,subversion,degradation,general,idk,uncodable,morality_binary,emotion_binary,positive_binary,negative_binary,sent_mixed_binary,care_binary,fairness_binary,loyalty_binary,authority_binary,sanctity_binary,harm_binary,injustice_binary,betrayal_binary,subversion_binary,degradation_binary,general_binary
"ARBEJDERNE SKABER VÆRDIERNE  Her er melodien fra det besiddende mindretal, hvis interesse er ejendomsforholdenes bevarelse i vores samfund.",da_ma_3872,36,6.4,5,2,3,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Med hensyn til diskussionen om asylcentre og  overbelægning vil jeg bare henvise til det, jeg sagde i min  tale om, at tolerancen over for udsatte grupper jo helst ikke  skulle stige med antallet af kilometer, de var væk fra ens  egen baghave.",da_pa_777621,36,6.4,5,2,4,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nu har jeg altid oplevet Det Radikale Venstre som et meget engageret parti, når det drejer sig om demokrati.",da_pa_2311434,38.166666666666664,4.666666666666667,6,4,3,3,0,1,1,1,2,2,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ja, man kan jo vælge at stille nøjagtig det samme spørgsmål som ens partikollega, men jeg skal gerne svare igen på det samme spørgsmål.",da_pa_3300791,38.166666666666664,4.666666666666667,6,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Især i de store  byer, hvor den stigende biltrafik skaber trafikpropper og forsinkelser, samtidig med at den belaster  både det lokale og globale miljø.",da_ma_9490,38.166666666666664,4.666666666666667,6,2,3,0,2,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Og det er så argumentationen for, at man ikke vil røre ved pensionsforholdene uden også at give enorme lønstigninger.",da_pa_4073963,38.166666666666664,4.666666666666667,6,4,2,0,2,2,0,1,0,1,0,1,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kristian Jensen vil benytte  den, for jeg tror, der er mange, der undrer sig over, hvorfor  der kun var 4 mio. kr. til at bryde den negative sociale arv,  mens der var 5 mio. kr. til Lomborg.",da_pa_1074408,38.166666666666664,4.666666666666667,6,3,3,0,3,0,0,0,0,0,0,2,3,1,0,0,1,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Og med Sundhedstyrelsens  plan bliver det fastslået, at de, der har den største risiko,  som er bedst veldokumenteret inden for selvmordsforskningen,  er dem med psykisk sygdom, fysisk sygdom, misbrug, tidligere  selvmordsforsøg, selvmord eller selvmordsforsøg i familien og  sociale eller familiemæssige forhold.",da_pa_261883,38.166666666666664,4.666666666666667,6,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Konflikten har jo, som jeg var inde på tidligere, allerede  kostet alt for mange civile tjetjenere livet.",da_pa_757017,38.166666666666664,4.666666666666667,6,4,4,0,4,0,0,0,0,0,0,4,3,1,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"Og det er vigtigt, at vi husker på, at for mange handler hjemløshed om mere end det at mangle en bolig.",da_ma_30819,38.166666666666664,4.666666666666667,6,4,4,2,1,1,2,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derfor har vi foreslået, at arbejdsformidlingen atter kom under fagbevægelsens kontrol, og at lovgivningen ændres, så enhver forfølgelse af arbejdere og arbejdsløse bliver gjort umulig.",da_ma_7320,38.166666666666664,4.666666666666667,6,5,4,4,1,0,3,3,0,2,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"Dansk Folkeparti vil arbejde for, at pensionister ikke straffes for at have mindre indtægter ved siden af pensionen eller for at have sparet op til deres pensionisttilværelse.",da_ma_31189,38.166666666666664,4.666666666666667,6,5,3,4,0,1,4,4,2,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Regeringen er gået til valg på bekæmpelsen af terror og ekstremisme.,da_ma_29507,38.166666666666664,4.666666666666667,6,3,5,3,0,0,2,2,0,3,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ministeren kom med et par spørgsmål vedrørende venstrefløjens  politik, men jeg kan bekræfte over for ministeren, at  Enhedslisten faktisk er enig med regeringen i, at der i  forbindelse med Nicetraktaten skal være så smal en dagsorden  som overhovedet mulig.",da_pa_545948,38.166666666666664,4.666666666666667,6,4,4,3,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vi har jo sagt meget klart, nemlig at det er at øge arbejdsudbuddet i det her land.",da_pa_3225334,38.166666666666664,4.666666666666667,6,2,2,2,0,0,1,1,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Socialdemokratiet vil senere i valgperioden komme med et egentligt økologiudspil.,da_ma_16792,38.166666666666664,4.666666666666667,6,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeg vil igen lige benytte lejligheden til at sige, at jeg har taget initiativ til, at Rådet for Samfundsansvar nu kommer med anbefalinger til, hvordan vi kan være mere restriktive i forhold til investeringer i klyngevåben og landminer, som jo er konventionsbundet.",da_pa_3538717,38.166666666666664,4.666666666666667,6,6,2,3,1,2,2,3,0,2,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Den forsøgsordning førte i første omgang ikke til noget.,da_pa_2704248,38.166666666666664,4.666666666666667,6,2,1,0,2,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vi må arbejde for en mere militant linje i fagforeningernes lønkampe.,da_ma_2657,38.166666666666664,4.666666666666667,6,5,3,2,1,1,2,3,1,2,1,1,1,0,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Og vi vil forstærke indsatsen for at fastholde og integrere de mennesker, der kommer hertil.",da_ma_23769,38.166666666666664,4.666666666666667,6,4,4,3,1,0,2,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Så det, politik kan – og det er det, vi skal bruge de politiske instrumenter til – er at begrænse ulykkerne og dæmme op for virkningerne af de ulykker, der uvægerlig kommer.",da_pa_2284475,38.166666666666664,4.666666666666667,6,4,4,2,0,1,3,1,0,1,1,1,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Vi skal fortsat betale solidarisk for vores sundhed over skatten, men det behøver ikke nødvendigvis at være en offentlig klinik eller hospital der leverer behandlingen.",da_ma_33447,38.166666666666664,4.666666666666667,6,4,4,2,0,1,3,1,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Det er ikke muligt, hvis klasseværelserne er overfyldte.",da_ma_13665,32,5.2,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Når man behandler samfundsmæssigt kontroversielle spørgsmål, må udsendelserne være udformet således, at det er lytterne, der afgør ret og rimelighed, og ikke radioen, der producerer meninger.",da_ma_18305,32,5.2,5,3,2,2,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Det er værdifuldt at kunne klare sit eget og sin families liv, og det er værdifuldt at bidrage til, at andre også er i stand til at klare deres liv.",da_ma_31677,32,5.2,5,2,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeg spurgte til, om vi skal prøve at arbejde på en holdningsændring, så man ikke synes, det er i orden at gå ud at købe sex, så vi ikke har en så stor andel af befolkningen, der synes, at det er helt i orden bare at gå ud og købe sex, og så vi også ud fra nogle af de undersøgelser, der er lavet, får en ændring.",da_pa_2527961,32,5.2,5,3,5,0,2,1,1,0,0,0,0,2,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Derfor er Det konservative folkeparti så stærkt engageret l EF-politikken.,da_ma_29138,32,5.2,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Din stemme er aldrig spildt, det er aldrig et nederlag at være blandt dem, der taler  arbejderklassens sag.",da_ma_2696,32,5.2,5,4,4,4,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Det kommer man ikke til livs ved at give hverken en  milliard eller nogle hundrede millioner kroner i løbet af de  kommende år.,da_pa_58877,32,5.2,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De nødvendiggør ikke kun en stillingtagen.,da_ma_22916,32,5.2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mange har sagt efter tragedien den 11. september, at nu var  alting i verden forandret.",da_pa_793586,32,5.2,5,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Så nu vil vi videre frem.,da_ma_32595,32,5.2,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeg  tror, det hører til i detailafdelingen, men vi vil gerne  have, at det løses, hvis det er muligt.",da_pa_1380318,32,5.2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Af særlig vigtighed er kampen for at føre demokratiet ind på arbejdspladserne.,da_ma_7323,32,5.2,5,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I løbet af de næste fire år skal der mindst være to kvadratmeter pr. barn i børnehaverne og mindst tre kvadratmeter pr. barn i vuggestuerne.,da_ma_9795,32,5.2,5,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det er i høj grad et defensivt træk, hvor vi reagerer på, at andre lande sænker deres selskabsskat.",da_pa_3511739,32,5.2,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amter og kommuner skal i størst mulig udstrækning selv fremskaffe de nødvendige penge, til løsning af deres opgaver,  således at statens indflydelse på opgavernes løsning gennem de urimelige og  fordyrende  e refusionsordninger kan for  svinde.",da_ma_24555,32,5.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ifølge Dansk Elbil Alliance vil det koste 2,8 mia. kr. i 2023.",da_pa_4456271,32,5.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ole Sohn  her rejste, er fuldstændig uinteressant for Venstre.",da_pa_390195,32,5.2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Det gør det f.eks. for alle pensionisterne.,da_pa_2310283,32,5.2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vi har som samfund et ansvar for at hjælpe de mennesker, som oplever ensomhed, eller som ikke trives af den ene eller den anden grund.",da_pa_4511071,32,5.2,5,3,4,2,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Og hvor står Danmark i det mønster, der er ved at blive lagt?",da_ma_22914,32,5.2,5,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danskernes velstand er afhængig af adgang til udenlandske markeder for danske produkter og import af varer og råstoffer fra udlandet.,da_ma_33547,235.6,5.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brug derfor valget til at sikre, at sådanne krav bliver hørt og fremmet i det nye folketing.",da_ma_4028,235.6,5.2,5,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I uddannelserne skal di unge have medbestemmelse på skolernes drift, valg af rektorer/inspektører og pi undervisningen, f.eks. ved projektorienterede arbejdsformer.",da_ma_8200,235.6,5.2,5,5,2,4,0,1,2,2,1,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
Det første problem er spørgsmålet om at overføre  undvegne til superfængsler.,da_pa_309130,235.6,5.2,5,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeg mener, en  virksomhed, der går godt, går godt, uanset om aktionærerne  skal undslå sig for at betale skat.",da_pa_153255,235.6,5.2,5,4,1,0,0,4,0,2,1,0,0,1,3,0,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"Kristendemokraterne lægger  vægt på, at familien i højere  grad bliver inddraget som en  enhed i integrationsarbejdet.",da_ma_28066,235.6,5.2,5,3,2,2,0,1,2,1,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Vi mener ikke, at vi kan sørge for kvaliteten i undervisningen ved bare at sætte flere børn ind i de samme klasser.",da_pa_1559947,235.6,5.2,5,3,2,0,3,0,0,0,0,0,0,2,2,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"Der findes faktisk meget, meget få, men det kan være, at jeg lige om lidt kan få at vide, at det er helt anderledes.",da_pa_2561662,235.6,5.2,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regeringens kursændring kommer desværre for sent.,da_pa_2261289,235.6,5.2,5,3,3,0,3,0,0,0,0,0,0,2,1,0,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Så vil jeg gerne afslutningsvis understrege, at den kickstart, vi lige har diskuteret, spørgeren og jeg, naturligvis også kommer de områder, spørgeren sigter til, til gavn.",da_pa_3171988,235.6,5.2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SFs initiativer er i hovedpunkter:  - fortsat social omfordeling til fordel for de dårligst stillede  - en øget uddannelsesindsats, bl.a.",da_ma_8093,235.6,5.2,5,3,2,3,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Samtidig skaber fællesskabet forudsætningerne for det enkelte menneskes mulighed for fri udfoldelse.,da_ma_5129,235.6,5.2,5,4,2,3,0,1,3,2,2,1,3,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"Det handler altså også om produktion, udvikling og  velfærd på verdensplan og så selvfølgelig i sidste ende om  overlevelse for mange mennesker.",da_pa_734382,235.6,5.2,5,3,3,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Alt det afspejler sig tydeligt i de forholdsvis lave indrejsetal.,da_pa_4256697,235.6,5.2,5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hvis borgerne har et problem og derfor gerne vil have aktindsigt, bestemmer systemet, at det må de ikke få.",da_pa_1791102,235.6,5.2,5,5,1,0,5,0,0,0,0,0,0,2,4,1,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
Herom indføres klare og faste lovregler.,da_ma_34143,235.6,5.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vi ønsker arealstøtten afviklet over tid.,da_ma_33258,235.6,5.2,5,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Poul Erik Dyrlund sagde i sin ordførertale, at  bestyrelsen for AUF fastsætter virksomhedernes bidrag til  forskellige uddannelsesområder.",da_pa_498814,235.6,5.2,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeg vil gerne takke for talen.,da_pa_3610557,235.6,5.2,5,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF-bladet udkommer hver onsdag og lørdag og kan købes i løssalg for 65 øre pr. nummer. nummer.,da_ma_6616,235.6,5.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Der må sættes flere penge af til en bred forebyggende behandling.,da_ma_19800,38.6,6,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Skattesnyd Når store virksomheder snyder i skat, betyder det færre penge til velfærd og skattelettelser.",da_ma_30458,38.6,6,5,3,0,0,3,0,0,0,0,0,0,1,3,1,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Det skal vi lave om på.,da_ma_17341,38.6,6,5,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det giver mening, fordi vi har ressourcerne, teknologien, virksomhederne og den nødvendige know-how til at gøre en mærkbar forskel.",da_ma_14513,38.6,6,5,1,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Socialdemokratiet forslår derfor, at giftstoffet ligesom i resten af EU som udgangspunkt forbydes i Danmark, og at der indføres en stram dispensationspraksis.",da_ma_16606,38.6,6,5,4,1,4,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"Det startede jo med, at fru Karina Lorentzen Dehnhardt gik ud i weekenden og sagde, at politiet havde gjort en god indsats.",da_pa_2757870,38.6,6,5,2,2,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I dagbladet Jyllands-Posten fra den 8. december er der  nemlig en række økonomer og andre, som gør gældende, at der  er en forskel i den måde, hvorpå man regnskabsfører  goodwillafskrivningen.",da_pa_51107,38.6,6,5,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeg må indrømme, at vi fra konservativ side stiller os noget skeptiske over for, hvad de her oplysninger skal bruges til.",da_pa_3774517,38.6,6,5,1,3,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det er jo ikke sådan, at vi fortsætter noget,  som går godt.",da_pa_1510969,38.6,6,5,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eigil Andersen i, nemlig at den form for masseaktivering ikke fungerede.",da_pa_3010248,38.6,6,5,2,2,0,2,0,0,0,0,0,0,1,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Indledningsvis skal jeg nævne, at jeg tillige taler på vegne af hr.",da_pa_4479538,38.6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det er desuden en hovedprioritet for regeringen at ændre reglerne for bevillingsperiodens længde, da disse har væsentlig betydning for erhvervslivet og i dag opleves som en byrde.",da_pa_4212432,38.6,6,5,3,5,1,1,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Det er også helt i tråd med Afrikakommissionens anbefalinger, som ikke alene understreger behovet for øget syd-syd-handel, men også for, at afrikanske lande bør gives fuld og fri markedsadgang, bl.a. gennem bedre oprindelsesregler, færre tekniske handelshindringer og handelsforvridende subsidier.",da_pa_2672596,38.6,6,5,4,2,3,0,1,2,4,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Spørgeren har også selv som minister haft ansvaret for dansk økonomi.,da_pa_3192384,38.6,6,5,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Men jeg synes, det udstiller noget af dobbeltmoralen i Det Radikale Venstres politik på flygtninge- og udlændingeområdet.",da_pa_2765469,38.6,6,5,4,4,0,3,1,0,0,0,0,0,2,1,1,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"Det må man tåle at høre på, og  det er vel ideen i et parlamentarisk demokratisk system, at  sådan er det, at modsætninger skal brydes, og det respekterer  man.",da_pa_626200,38.6,6,5,4,3,3,0,1,1,2,1,1,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"I dansk ret opererer vi sågar også i mindre sager med de såkaldte udeblivelsesdomme, og dermed ville en manglende tilgængelighed jo helt konkret for mange betyde, at de ville blive dømt, selv om de måske mente sig uskyldige.",da_pa_3752133,38.6,6,5,2,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeg er ikke så meget interesseret i alle de der forbehold.,da_pa_1576629,38.6,6,5,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det er jo en blivende bevilling og ikke en stop and go-politik, som vi tidligere har set.",da_pa_3360317,38.6,6,5,1,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeg vil også godt sige, at vi jo stemte imod universitetsloven, fordi vi fandt, at dette at universiteterne skulle påtvinges bestyrelser med eksternt flertal, sådan at erhvervslivet kunne angive retningen, netop var et skridt i den retning, som vi ikke ønskede.",da_pa_1884537,38.6,6,5,5,3,1,2,2,1,1,1,0,0,3,1,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Jamen når jeg rejser den her debat, er det faktisk, fordi jeg mener, at den er rigtig vigtig.",da_pa_3066925,41.6,6.2,5,3,4,1,0,2,0,2,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Nu fæstnede jeg mig ved, at ordføreren sagde, at EU's asylpolitik ikke er med i den her afstemning.",da_pa_3924424,41.6,6.2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Og nu er fiskekutternes vigtigste besætningsmedlemmer snart jurister og bogholdere.,da_ma_35308,41.6,6.2,5,3,3,0,3,0,0,0,0,0,0,1,0,1,2,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
L 39 af I1. oktober 1978.,da_ma_34965,41.6,6.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Så samlet set kan Enhedslisten ikke støtte L 73.,da_pa_4165069,41.6,6.2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Færre børn lever i fattige familier end under VK-regeringen.,da_ma_15377,41.6,6.2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grunden til, at det spørgsmål er relevant i dag, er selvfølgelig, at Socialdemokraterne sammen med regeringen har lavet et lovforslag, som går i retning af frit valg i stedet for den tvangsmodel, der var i Albertslund.",da_pa_1600610,41.6,6.2,5,2,3,0,2,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Derfor er det også besluttet i forbindelse med fremtidige ordensudvekslinger nøje at drøfte dette mellem Udenrigsministeriet og hoffet, men regeringen har ikke ambition eller ønske om at politisere tildeling af ordener til udenlandske statsoverhoveder, og konsekvensen af Enhedslistens forslag ville netop være, at det sker på en del af regentens embedsførelse.",da_pa_3125337,41.6,6.2,5,2,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det er derfor også afgørende, at kampen mod ISIL ikke alene sker militært, men også gennem omfattende og langvarige civile indsatser.",da_pa_4034038,41.6,6.2,5,3,1,2,0,1,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Frank Jensen ikke kan se den  meget klare parallelitet til 1998.,da_pa_1161778,41.6,6.2,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anders Samuelsen og andre i forbindelse med finanslovforhandlingerne for 2011 til at fremføre alle de gode forslag, der måtte være.",da_pa_2758919,41.6,6.2,5,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tilbuddene til de unge på projekter skal bl.a. fungere på de unges initiativer som drivkraften.,da_ma_8919,41.6,6.2,5,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Embedsmandsapparatets kontrol- og magtbeføjelser skal indskrænkes kraftigt.,da_ma_33645,41.6,6.2,5,3,3,0,2,1,0,0,0,0,1,0,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Men jeg mener måske ikke helt, at forslaget er gennemtænkt tilstrækkeligt, og det undrer mig lidt, at en minister fra SF kommer frem med den her tale, som jeg netop har hørt.",da_pa_3172375,41.6,6.2,5,4,3,0,4,0,0,0,0,0,0,1,1,1,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
