,text,label,tweets
504,bedre end sporvogn kan klare den kapacitet der er brug for,positive,bedre sporvogn klare kapacitet brug
505,vlak skal tvinges til klimahandling hvor er deres handlekraft kina ser til danmarks erhvervsliv efter klimaløsninger radikale venstre vil sætte turbo på den eksport link,negative,vlak tvinges klimahandling handlekraft kina danmarks erhvervsliv klimaløsninger radikale venstre sætte turbo eksport
506,tyrkiet kræver vel også at man lukker øjnene ret kraftigt for hvad der foregår hvis man er ude i at vælge lande fra så giver det ikke mening at vælge et andet der også er let at kritisere,neutral,tyrkiet kræver vel lukker øjnene ret kraftigt foregår ude vælge lande giver mening vælge let kritisere
507,video hvad ved vi om ghettoer integraton og ikke vestlige personer ifølge vores taler ser det bedre ud end man tror dkpol integration indvandring link link,positive,video ghettoer integraton vestlige personer ifølge taler bedre tror dkpol integration indvandring
508,folket er tabt dkpol link,negative,folket tabt dkpol
509,hay mamita con todo respeto pero est s repitiendo lo mismo y lo mismo como loro lo de tu campa a y sabes que no es verdad llegas con las manos sucias esperemos que devuelvas la legitimidad a la capital y la saques del letargo que trae empiezas mal link,negative,hay mamita con todo respeto pero est s repitiendo lo mismo y lo mismo como loro lo tu campa a y sabes que no es verdad llegas con las manos sucias esperemos que devuelvas la legitimidad a la capital y la saques del letargo que trae empiezas mal
510,kina annoncerer planer om en strategisk service og logistikbase på woody yongxing island i paracel øgruppen efter amerikanske b bombefly igen overfløj det sydkinesiske hav sikkerhedspolitik til søs i asien har også betydning for dkbiz kina usa sikpol maritime link,neutral,kina annoncerer planer strategisk service logistikbase woody yongxing island paracel øgruppen amerikanske b bombefly overfløj sydkinesiske hav sikkerhedspolitik søs asien betydning dkbiz kina usa sikpol maritime
511,så er der fundet en kur mod homosexualitet i kuwait vidste ikke en gang det var en sygdom link,neutral,fundet kur homosexualitet kuwait vidste gang sygdom
512,og jeg gætter på at det hele hænger sammen med klimaforandringerne at vi ser disse udsving dkpol dkgreen,neutral,gætter hele hænger klimaforandringerne udsving dkpol dkgreen
513,det er fint nok for mig at bestseller bygger et tårn men de bør tvinges til at sætte et kæmpe tørretumbling forbudt skilt på det hvis de ikke snart finder ud af at fjerne de tilsvarende fra af deres tøj link,negative,fint bestseller bygger tårn tvinges sætte kæmpe tørretumbling forbudt skilt snart finder fjerne tilsvarende tøj
514,det seneste døgns tid har vist hvad jeg har snakket om i mange år der er alenstor forskel på at tale sig selv tolerant og så at udvise tolerance at udvise tolerance står først sin prøve den dag man møder noget man for link,neutral,seneste døgns tid vist snakket år alenstor forskel tale tolerant udvise tolerance udvise tolerance står prøve dag møder
515,ja politiet er forpligtet til at beskytte dig hvis du har anmeldt din demonstration gange timer før du afholder den og elles så vidt det er dem muligt hvis du afholder en uvarslet demonstration,positive,politiet forpligtet beskytte anmeldt demonstration gange timer afholder elles vidt muligt afholder uvarslet demonstration
516,journalistisk uddannede lokalredaktører i provinsen ved mere om hvilke trafikinvesteringer der er fornuftige end trafikforskere som bruger hele deres professionelle liv på at finde ud det det skriver kristian thulesen dahl i sit ugebrev jeg er stolt på mit fags vegne dkpol,positive,journalistisk uddannede lokalredaktører provinsen trafikinvesteringer fornuftige trafikforskere bruger hele professionelle liv finde skriver kristian thulesen dahl ugebrev stolt fags vegne dkpol
517,kan se sofie er stedfortrædende leder er det fordi morten er ude at svømme link,positive,sofie stedfortrædende leder morten ude svømme
518,lyver du nu igen simon hvor har jeg fået skideballe,positive,lyver simon fået skideballe
519,hvordan kan man få sig selv til at gå ind i en kirke og omgivet af mænd kvinder og børn springe sig selv i luften hva er det for en tro der siger at det er ok der er en speciel plads i helvede til disse personer srilanka,negative,gå kirke omgivet mænd kvinder børn springe luften hva tro siger ok speciel plads helvede personer srilanka
520,har brug for hjælp kender jeg en der kommer forbi odense zoo her til morgen jeg har brug et eller flere billeder af indgangen bygningerne ved siden af der hører til det er blevet lavet lidt om og link,neutral,brug hjælp kender forbi odense zoo morgen brug billeder indgangen bygningerne hører blevet
521,p bør mute claus hjort vader når han taler ind over spørgsmål vader kom op i det røde felt selvom var båndet og ikke kunne respondere viste med al tydelighed at vader med sin militære overvågning af civile organisationer er på gyngende grund,negative,p mute claus hjort vader taler spørgsmål vader røde felt båndet respondere viste al tydelighed vader militære overvågning civile organisationer gyngende grund
522,krænkelser er der nogen der i dag siger jødesmovs nej vel så lær af det og af vores forhold til hagekorset og det kristne kors link,negative,krænkelser dag siger jødesmovs vel lær forhold hagekorset kristne kors
523,har du et link,neutral,
524,sådan en dag som i dag viser virkelig hvorfor aalborg stadion er det eneste i dk hvor banen ligger i øst vest længdeaksens retning sldk,neutral,dag dag viser virkelig aalborg stadion dk banen ligger øst vest længdeaksens retning sldk
525,klar til hjemsendelse sæt i gang i svagpissere link,negative,klar hjemsendelse sæt gang svagpissere
526,jep søg det job og få uvurderlig erfaring og verdens bedste kolleger fx og og ikke mindst som er chefen men din kollega dkmedier panikdag link,positive,jep søg job uvurderlig erfaring verdens bedste kolleger chefen kollega dkmedier panikdag
527,det er lidt som om du bare vil være på tværs,negative,tværs
528,han står ikke for det nu fordi han er var ansat til noget andet og det er nogle spillere med andre kompetencer ved evt bif er der andre spillere og sikkert krav om noget andet,neutral,står ansat spillere kompetencer evt bif spillere sikkert krav
529,måltørke i cl bekymrer ikke barca profil link fcb cldk,neutral,måltørke cl bekymrer barca profil fcb cldk
530,har wozzy ikke været aktiv i mere end år,neutral,wozzy aktiv år
531,ingen tvivl om hvad løkke rigtig gerne vil gøre til sin agenda genvalgs kamp agenda at samkøre euvalg og fv arbejdsmarkedsrettigheder skal ophøjes til valgtema indføre folketingsbestemte mindstelønslovgivning ind ad bagdøren link dkpol arbejde dkøko,negative,tvivl løkke rigtig gerne agenda genvalgs kamp agenda samkøre euvalg fv arbejdsmarkedsrettigheder ophøjes valgtema indføre folketingsbestemte mindstelønslovgivning ad bagdøren dkpol arbejde dkøko
532,årsregnskab lukkede butikker koster dyrt for coop link,neutral,årsregnskab lukkede butikker koster dyrt coop
533,byens rum og det design og den arkitektur vi omgiver os med kan være inkluderende men i stigende grad planlægges der med øje på eksklusion af udsatte borgere læs debatindlægget i af kompoldk boligpol dkpol link,negative,byens rum design arkitektur omgiver inkluderende stigende grad planlægges øje eksklusion udsatte borgere læs debatindlægget kompoldk boligpol dkpol
534,og så har ivan nielsen lavet inddækninger og tagrender på mit gamle hus på amager han har et vvs firma med sin søn,neutral,ivan nielsen inddækninger tagrender gamle hus amager vvs firma søn
535,tidligere kunne fortælle at en tysk burgerkæde er på vej i sidste uge at garage burger åbner i fredericia og snart kan vi også se frem til en ny restaurant i det gamle kims køkken i jyllandsgade link link,neutral,fortælle tysk burgerkæde vej sidste uge garage burger åbner fredericia snart frem restaurant gamle kims køkken jyllandsgade
536,har set en på twitter skrive at united måske skulle sælge de gea i det her transfervindue istedet for at lade ham gå gratis næste sommer hvad er jeres mening folkens i mine øjne skal i vi ikke sælge de gea men hvad gør man hvis der tikker et bud ind på mil pund fx mufc,neutral,set twitter skrive united sælge gea transfervindue istedet lade gå gratis sommer mening folkens øjne sælge gea tikker bud mil pund mufc
537,martin henriksen vi kommer nærmere et tørklædeforbud for offentligt ansatte link via,neutral,martin henriksen nærmere tørklædeforbud offentligt ansatte
538,det kræver eu skrinlægger endel punkter i deres fundament de lagde en strategi i det er pan europa delen og mængder med traktater folk sagde ja til handels union det er hvad borgerne er blevet fortalt det er derfor skal de i såfald tilbage til ef skippe resten dkpol,negative,kræver eu skrinlægger endel punkter fundament lagde strategi pan europa delen mængder traktater folk sagde handels union borgerne blevet fortalt såfald ef skippe resten dkpol
539,det er ikke noget bedre end at tage cyklen til stationen og tage toget til tiden en tidlig onsdag morgen rigtig god dag pendlerpal tog app til ios og android link dsb pendlerliv link,positive,bedre cyklen stationen toget tiden tidlig onsdag morgen rigtig dag pendlerpal tog app ios android dsb pendlerliv
540,onlineredaktør og kommunikationsmedarbejder i kan du drive og videreudvikle onlinekommunikation og skabe en stemme i den offentlige debat gennem sociale medier rapportskrivning samt pressearbejde læs med her link dkjob kforumjob link,neutral,onlineredaktør kommunikationsmedarbejder drive videreudvikle onlinekommunikation skabe stemme offentlige debat sociale medier rapportskrivning samt pressearbejde læs dkjob kforumjob
541,farvel til sommer og vintertid er rykket t skridt nærmere link link,neutral,farvel sommer vintertid rykket t skridt nærmere
542,mon der også er lavet deal omkring operation ned med nakke dsb ansatte måske til fordel for en omfartsvej nej det er for langt ude note til mig selv man ved aldrig,negative,mon deal operation nakke dsb ansatte fordel omfartsvej langt ude note
543,det er ikke nemt at være virksomhed med den nuværende regering og dens kryben og kravlen for dfs påhit det er synd f både medarbejdere og virksomheder at et flertal på christiansborg har glemt at politik handler om at løse problemer fremfor at skabe dem link,negative,nemt virksomhed nuværende regering kryben kravlen dfs påhit synd f både medarbejdere virksomheder flertal christiansborg glemt politik handler løse problemer fremfor skabe
544,tillykke til førstepladsen for desperation misbrug af embedsværk og største politiske selvmål i dkpol,negative,tillykke førstepladsen desperation misbrug embedsværk største politiske selvmål dkpol
545,jeg træt af at høre at pengene er bedre brugt på test af vores børn en styrket pæd læreplan kompetenceløft m v pædagogernes kompetencer fejler absolut intet hverken pædagogerne el deres kompetencer r skyld i daginstitutionernes mangler link dkpol,negative,træt høre pengene bedre brugt test børn styrket pæd læreplan kompetenceløft m v pædagogernes kompetencer fejler absolut hverken pædagogerne el kompetencer r skyld daginstitutionernes mangler dkpol
546,rt det er mennesker det handler om link,negative,mennesker handler
547,danskere i kor til folketinget vi vil have en klimalov nu link link,neutral,danskere kor folketinget klimalov
548,den danske sang og blackfacing to danske værdier vi skal værne om,neutral,danske sang blackfacing danske værdier værne
549,jeg vil ikke være flabet,positive,flabet
550,noget jeg synes har en god effekt er når man i tegneserier skildrer valget mellem det gode amp onde med henholdsvis en engel og en djævel som nu fx i tintin hvor terry s dilemmaer bliver illustreret med en engel terry amp en djævel terry det gik rent ind hos mig som barn,neutral,effekt tegneserier skildrer valget gode amp onde henholdsvis engel djævel tintin terry s dilemmaer illustreret engel terry amp djævel terry gik rent barn
551,normalt vil en minister træde tilbage hvis ministeren bliver en belastning for regeringen udfra devisen enten ministeren ellers hele regeringen normalen er sat ud af kraft nu virker det som om at træder en specifik minister tilbage så væltes regeringen usundt dkpol,negative,normalt minister træde ministeren belastning regeringen udfra devisen ministeren hele regeringen normalen sat kraft virker træder specifik minister væltes regeringen usundt dkpol
552,ung mand kørte med hash i systemet link,neutral,ung kørte hash systemet
553,næstved profil før aab skal stole på os selv link aab næstved sydbankpokalen,neutral,næstved profil aab stole aab næstved sydbankpokalen
554,this is not funny but funny bc it s taneytown,positive,this is not funny but funny bc it s taneytown
555,mig heller ikke al magt til velfærds argumentet om den enkle fries lykkelige lad os i samlet flokkes kor nedlægge denne fucking irriterende natur planeten dyrene og træerne og insekterne der æder vores korn eller er det de vilde fugle lad os slaa disse fucking fugle ihjel,negative,al magt velfærds argumentet enkle fries lykkelige samlet flokkes kor nedlægge fucking irriterende natur planeten dyrene træerne insekterne æder korn vilde fugle slaa fucking fugle ihjel
556,borgen råt lars løkke stiller spørgsmål til b t link,neutral,borgen råt lars løkke stiller spørgsmål b t
557,startskuddet til skillsdenmark dm i skills lød i næstved i dag og administrerende direktør jacob holbraad var med for at sætte fokus på hvor vigtigt det er at flere unge vælger en erhvervsuddannelse eud uddpol dkpol arbejde link,positive,startskuddet skillsdenmark dm skills lød næstved dag administrerende direktør jacob holbraad sætte fokus vigtigt unge vælger erhvervsuddannelse eud uddpol dkpol arbejde
558,landmænd står i kø nye miljøregler kan lette presset på dem link,neutral,landmænd står kø nye miljøregler lette presset
559,problemet er at børn ikke har en fremtid i danmark så imens behøves vi ikke behandle børnene ordenligt systemskifte jatak dkpol,negative,problemet børn fremtid danmark behøves behandle børnene ordenligt systemskifte jatak dkpol
560,en lille montage om den rejse rasmus paludan og stram kurs har været på dkpol link,neutral,montage rejse rasmus paludan stram kurs dkpol
561,en lille opfordring til at læse mere end blot overskrifter sundpol dkforsk truenews link,neutral,opfordring læse blot overskrifter sundpol dkforsk truenews
562,der er også stor forskel på at joke med en der er død i en ulykke og foreslå at man rent faktisk skal skyde mennesker sådan rigtigt i virkeligheden det er nærmest hele tweetets pointe,neutral,forskel joke død ulykke foreslå rent faktisk skyde mennesker rigtigt virkeligheden nærmest hele tweetets pointe
563,en krøllebølle,neutral,krøllebølle
564,hvis du er indbegrebet af demokratisk dannelse tror jeg lærerne er lykkelige over at blive betegnet som det modsatte selvfeddahlpåvejudaffolketinget vi siger tak link,negative,indbegrebet demokratisk dannelse tror lærerne lykkelige betegnet modsatte selvfeddahlpåvejudaffolketinget siger tak
565,kolo høj sol radio og kaffe det er klart den bedste modgift mod en påske med mange gæster haps,positive,kolo høj sol radio kaffe klart bedste modgift påske gæster haps
566,jens jørgen thorsen var også en provokatør men lur mig om han ikke kunne gå til gudstjeneste juleaften uden at skulle frygte for sit liv det er en god ting,negative,jens jørgen thorsen provokatør lur gå gudstjeneste juleaften frygte liv ting
567,danske stat tillader farligt drikkevand miljøministeriets pesticidkontrol kulegraves link via endl snung dkpol svpol nopol creativeeu norden,negative,danske stat tillader farligt drikkevand miljøministeriets pesticidkontrol kulegraves endl snung dkpol svpol nopol creativeeu norden
568,vi har lige fremsat forslag om at danmark skal forlade den europæiske menneskerettighedskonvention og bagefter tilslutte os med forbehold for de ting vi mener kan gøre det svært at gennemføre paradigmeskiftet i virkelighedens verden link,neutral,fremsat forslag danmark forlade europæiske menneskerettighedskonvention bagefter tilslutte forbehold ting mener svært gennemføre paradigmeskiftet virkelighedens verden
569,debat derfor giver vi hånd link link,neutral,debat giver hånd
570,ikke den bedste start på en valgkamp fv grøntvalg politiske journalister om venstre pressemøde kan ikke huske noget lignende link,negative,bedste start valgkamp fv grøntvalg politiske journalister venstre pressemøde huske lignende
571,reducer skatten giv et like link dkpol link,positive,reducer skatten giv like dkpol
572,nej det gør det ikke det dokrer at over halvdelen af verdens befolkning lever uden adgang til basal ernæring og sundhed problemet er ikke markedet det er troen på at markedet løser alle problemer uden omtanke sjaber det ligeså mange som det løser,negative,dokrer halvdelen verdens befolkning lever adgang basal ernæring sundhed problemet markedet troen markedet løser problemer omtanke sjaber ligeså løser
573,kæmpe krammer,positive,kæmpe krammer
574,mettef siger hun er smidt ud af pensions forhandlinger alle andre at hun gik selv er dronningen af spin i gang igen dkpol dkmedier politikerlede,neutral,mettef siger smidt pensions forhandlinger gik dronningen spin gang dkpol dkmedier politikerlede
575,pådraget sig en lille skade i låret ikke alvorligt,positive,pådraget skade låret alvorligt
576,fredag aften kan aab enten være tilbage i mesterskabsspillet eller tre point fra nedrykningsplayoff sldk,neutral,fredag aften aab mesterskabsspillet point nedrykningsplayoff sldk
577,det er en trabant der bryder gennem berlinmuren indbegrebet af anti kommunisme du ser vist hvad du føler for hvorfor vil du ikke komme med en kilde til den historie om professoren,neutral,trabant bryder berlinmuren indbegrebet anti kommunisme vist føler kilde historie professoren
578,hvilket vi er det du taler om hvad mener du med jeres det er ikke et enten eller i denne debat alt kan rummes så jeg undrer mig en smule over at dit standpunkt du virker til at have svært ved at holde en tråd i dit argument,negative,hvilket taler mener debat rummes undrer smule standpunkt virker svært holde tråd argument
579,jeg kan fortælle dig at når man står på stadion og de råber sådan så tænker man en ekstra gang inden man går på toilet i pausen fordi man ved at hvis de kan se hvem man er så falder der øretæver så ja det er udtryk for et kulturel had til os,negative,fortælle står stadion råber tænker ekstra gang inden går toilet pausen falder øretæver udtryk kulturel had
580,ny rekord i opkald om dyr i nød sidste år link link,neutral,rekord opkald dyr nød sidste år
581,det er sådan nogle spil der fører til regelændringer holy shit en fejl,negative,spil fører regelændringer holy shit fejl
582,gocards det vrimler med fans fra nærmest alle nfl hold i nashville de mest fantastiske mennesker vi har mødt er lisa og hendes mand rick på billedet rick har kun misset n hjemmekamp siden hvor cardinals kom til arizona nfldk truefans nfldraft link,positive,gocards vrimler fans nærmest nfl hold nashville fantastiske mennesker mødt lisa rick billedet rick misset n hjemmekamp cardinals arizona nfldk truefans nfldraft
583,socialdemokratiske rivaler mødes link,neutral,socialdemokratiske rivaler mødes
584,sdu i odense får kæmpe beløb fra a p møller fonden link fyensdk,positive,sdu odense kæmpe beløb a p møller fonden fyensdk
585,billedserie hjerteforeningens lokalkomite mangler hjælpere for at fortsætte den traditionelle nytårsmarch link,neutral,billedserie hjerteforeningens lokalkomite mangler hjælpere fortsætte traditionelle nytårsmarch
586,ingen tvivl om det en klassiker men en fairness er det kun i bagklogskabens lys man kan se hvor dumt og ignorant det var,negative,tvivl klassiker fairness bagklogskabens lys dumt ignorant
587,der må være opsættende virkning til den er færdig behandlet derudover virker det jo grotesk,negative,opsættende virkning færdig behandlet derudover virker grotesk
588,tak for din deltagelse ved morgenens møde og ikke mindst dit klare fokus på det bekymrende i at færre unge mennesker vælger cyklen til i hverdagen og tak til for aktivt engagement i debatten og dialogen om bæredygtig og sund transport dktrp dkpol dkbiz,positive,tak deltagelse morgenens møde klare fokus bekymrende færre unge mennesker vælger cyklen hverdagen tak aktivt engagement debatten dialogen bæredygtig sund transport dktrp dkpol dkbiz
589,god orientering tak for det link,positive,orientering tak
590,rt link,positive,
591,jep parasitær tænkning hov her er der lige en sprække ind til fødekæden faktisk handler hele koranen om den samme form for tænkning og det er i øvrigt også i harmoni med darwinismen,neutral,jep parasitær tænkning hov sprække fødekæden faktisk handler hele koranen form tænkning harmoni darwinismen
592,dagplejere må ikke længere kalde sig dagplejere har besluttet dkpol link,negative,dagplejere kalde dagplejere besluttet dkpol
593,en kæmpe gave til liverpool fc fra toby alderweireld pldk link,positive,kæmpe gave liverpool fc toby alderweireld pldk
594,jeg er ikke overbevist jeg tror stadig at du begyndte at kalde dig feminist for at få fisse,negative,overbevist tror begyndte kalde feminist fisse
595,nyt datalæk dansk nordea filial i centrum for potentiel hvidvask link link,neutral,datalæk dansk nordea filial centrum potentiel hvidvask
596,hurraaa brandmanden har reddet os fra den frygtelige brand begået af brandmandens nemesis brandmanden link,positive,hurraaa brandmanden reddet frygtelige brand begået brandmandens nemesis brandmanden
597,et sted i danmark region trodser klimamål sender tons vasketøj på langfart det er resultatet af et udbud der sparer regionen millioner årligt de mange ekstra kilometer er skidt for co regnskabet link miljø dkmedier dkpol link,negative,sted danmark region trodser klimamål sender tons vasketøj langfart resultatet udbud sparer regionen millioner årligt ekstra kilometer skidt co regnskabet miljø dkmedier dkpol
598,han blev diskuteret og seriøst overvejet faldt på den manglende prof karriere,neutral,diskuteret seriøst overvejet faldt manglende prof karriere
599,kære caroline skynd dig at trække dit tweet tilbage det er meget stødende ift at paris og verden græder over tabet af notre dame jeg ønsker dig god kamp under alle omstændigheder,positive,kære caroline skynd trække tweet stødende ift paris verden græder tabet notre dame ønsker kamp omstændigheder
600,rådgiver bekræfter at have spillet en rolle falck sagen der blev handlet for meget med følelserne frem for fornuften link,neutral,rådgiver bekræfter spillet rolle falck sagen handlet følelserne frem fornuften
601,alternativ til app gerne med nogenlunde samme nyhedsfrekvens,neutral,alternativ app gerne nogenlunde nyhedsfrekvens
602,lige nu statsminister lars løkke rasmussen mødes med dkpol dkbiz link,neutral,statsminister lars løkke rasmussen mødes dkpol dkbiz
603,så veludviklet er min humoristiske sans ikke,neutral,veludviklet humoristiske sans
604,endless boogie lygtenskro copenhagen nørrebro denmark livemusic apeektrough link lygtens kro link,positive,endless boogie lygtenskro copenhagen nørrebro denmark livemusic apeektrough lygtens kro
605,der skal lyde et kæmpe thumps up herfra til det handler om at sige fra og vi er alle nødt til at tage et ansvar også mod egne fans samtidig beskæmmende at se modargumenterne link,positive,lyde kæmpe thumps up herfra handler nødt ansvar egne fans samtidig beskæmmende modargumenterne
606,hp er tilbage link,positive,hp
607,det er simpelthen sådan cirka en hel måned hvert år gymnasieeleverne ikke dukker op til undervisningen dkpol dkmedier link,negative,simpelthen cirka måned hvert år gymnasieeleverne dukker undervisningen dkpol dkmedier
608,link fortsætter det har folketinget netop besluttet læs mere her link borgerforslag dkpol,neutral,fortsætter folketinget netop besluttet læs borgerforslag dkpol
609,vi får klart for få nye kampfly men lige i dette scenarie er jeg ikke sikker på at de har så mange andre opgaver eller i hvert fald ikke nogen som de ikke kan løse samtidig hvad skal de lave hvis det ikke er sorties ud over østersøen,neutral,klart nye kampfly scenarie sikker opgaver hvert fald løse samtidig sorties østersøen
610,hej jeg er direktør i du kender mig måske fra mine største hit såsom ja det er sandt at hiv positive i behandling ikke smitter billedet af tom hanks i philadelphia holder ikke idag og hvorfor er der mere stigma mod hiv end hpv ku det være en rest homofobi link,negative,direktør kender største hit såsom sandt hiv positive behandling smitter billedet tom hanks philadelphia holder idag stigma hiv hpv ku rest homofobi
611,ingen dokumentation for at kalde ham højreorienteret manden har jo for fanden em dom for racisme det er sgu da lakmustesten for at være højreorienteret hvis det er niveauet så er vi satme langt fra at kunne have en åben dialog link,negative,dokumentation kalde højreorienteret manden fanden em dom racisme sgu lakmustesten højreorienteret niveauet satme langt åben dialog
612,men skal han ikke vise lidt inden han udtages har set stort set alle minutter han har spillet god i meget få glimt det bør kræve mere at spille for england,neutral,vise inden udtages set stort set minutter spillet glimt kræve spille england
613,gini lfcdk premier league s mest undervurderede midtbanespiller link,positive,gini lfcdk premier league s undervurderede midtbanespiller
614,df postulerer ofte at de ikke får tid til at komme til orde og forsvare forklare deres politik fik muligheden men ønskede det ikke dkpol,negative,df postulerer ofte tid orde forsvare forklare politik muligheden ønskede dkpol
615,mafiaboss skjulte sig for politiet i år fanget mens han var hjemme til middag link link,neutral,mafiaboss skjulte politiet år fanget hjemme middag
616,jeg er enig med finansministeriet i denne sag staten tjener på dagpengesystemet dkpol dagpenge dkøko link,neutral,enig finansministeriet sag staten tjener dagpengesystemet dkpol dagpenge dkøko
617,oic landene har ikke tilsluttet sig fns menneskerettigher men har deres egne baseret på sharia bl a og det er ikke en gang løgn den hedder cairo deklarationen link,negative,oic landene tilsluttet fns menneskerettigher egne baseret sharia bl a gang løgn hedder cairo deklarationen
618,aaron mensing vi fighter røven ud af bukserne link link,positive,aaron mensing fighter røven bukserne
619,unge lider under pres stress og mangel på ro for at få hjælp skal de gå gennem døren med psykologisk rådgivning forslag trivselsvejledere på unges uddannelse det har jeg skrevet om i dagens link,neutral,unge lider pres stress mangel ro hjælp gå døren psykologisk rådgivning forslag trivselsvejledere unges uddannelse skrevet dagens
620,blog danske journalister er nyttige idioter link link,neutral,blog danske journalister nyttige idioter
621,slutfløjt fc københavn ob ender se statistik fra kampen her link fckob sldk fcklive obdk,neutral,slutfløjt fc københavn ob ender statistik kampen fckob sldk fcklive obdk
622,rt det er altså bare helt galt at snuppe mia fra vores unges fremtid link,negative,altså galt snuppe mia unges fremtid
623,stop al jagt på olie i nordsøen for livet for planeten også på sigt link,positive,stop al jagt olie nordsøen livet planeten sigt
624,damn hvor det fylder alle disse selvhævdelsesforklaringer paa hvad i gør hvad rager det os egentlig hvad i gør af fantaster konkretheder tak på den aabenlyse ulogik i er når i ikke tør tage fat ved ondets rod den stigende populations mængde af funktionelle kulturhulefolks familye,negative,damn fylder selvhævdelsesforklaringer paa rager egentlig fantaster konkretheder tak aabenlyse ulogik tør fat ondets rod stigende populations mængde funktionelle kulturhulefolks familye
625,køber man billet til hele dagen,neutral,køber billet hele dagen
626,så du har det fint med at en mand der snakker om etnisk udrensning smide indvandrer ud fra fly over deres hjemland måske med faldskærm vil forbyde en bestemt religion fra at have nogle som helst rettigheder er blevet opstillingsberrettiget,negative,fint snakker etnisk udrensning smide indvandrer fly hjemland faldskærm forbyde bestemt religion helst rettigheder blevet opstillingsberrettiget
627,virgil abloh user om at bevæge sig væk fra musik og mode for at fokusere på sit arbejde med ikea link via,neutral,virgil abloh bevæge væk musik mode fokusere arbejde ikea
628,tror ikke det er så simpelt hun virker grænseløs og ligeglad,negative,tror simpelt virker grænseløs ligeglad
629,danske armys så er det tid til at ønske boywithluv i danske radioer amp husk vi bliver nødt til at hjælpe allesammen skriv på deres fb send en besked via messenger gå evt denne liste igennem se om der er radioer i kan skrive ønske sange hos link link,positive,danske armys tid ønske boywithluv danske radioer amp husk nødt hjælpe allesammen skriv fb send besked messenger gå evt liste radioer skrive ønske sange
630,der bliver i dag sendt følgende kamp fra på tv fc nordsjælland fc midtjylland fcnfcm sldk link link,neutral,dag sendt følgende kamp tv fc nordsjælland fc midtjylland fcnfcm sldk
631,undskyld,positive,undskyld
632,nogen der har prøvet kartoffelmos med kærnemælk internettet siger ja og jeg har tænkt mig at gøre forsøget i aften,neutral,prøvet kartoffelmos kærnemælk internettet siger tænkt forsøget aften
633,lan og deres wlan kan bindes sammen med samme regler men så kræver det også at de er kablet til det vlan altså nok bedre dyrere switch end nu,positive,lan wlan bindes regler kræver kablet vlan altså bedre dyrere switch
634,du og jeg diskuterede om vendingen kraftigt op var retvisende det er den at du så vil diskutere om noget andet skulle have været med og slå politisk plat på det er dit valg som sagt synes jeg fint man kunne have skrevet historikken ind,negative,diskuterede vendingen kraftigt retvisende diskutere slå politisk plat valg sagt fint skrevet historikken
635,men prøv måske at høre mere alligevel det er jo er helt satirisk univers med en indre logik for fiktive personer kirsten birgit er jo psykopat og uden filter men hun er fiktiv,negative,prøv høre satirisk univers indre logik fiktive personer kirsten birgit psykopat filter fiktiv
636,jeg kommenterer på eu kandidaternes løfte om bl a ikke at bruge desinformation min pointe opsummeret det er et lille skridt i den rigtige retning men kommer sandsynligvis ikke til at gøre den store forskel alene dkpol dkmedier link,positive,kommenterer eu kandidaternes løfte bl a bruge desinformation pointe opsummeret skridt rigtige retning sandsynligvis forskel dkpol dkmedier
637,fordi blasfemi og straf for det er noget der hører fortiden til når jeg hører ordet blasfemi så tænker jeg på monty pythons life of brian link,neutral,blasfemi straf hører fortiden hører ordet blasfemi tænker monty pythons life of brian
638,du tager fejl,negative,tager fejl
639,det her er alligevel et ret vildt citat fra henrik dahl i dkpol link link,neutral,ret vildt citat henrik dahl dkpol
640,lad os hjælpe dem den bedste tur beløbet er nået men de her drenge fortjener en fest endelafnogetstørre dbu dkkultur emdk fordanmark link,positive,hjælpe bedste tur beløbet nået drenge fortjener fest endelafnogetstørre dbu dkkultur emdk fordanmark
641,dat fejrer år med fly det er i dag år siden at kirsten og jesper rungholm lettede med deres første fly i dag råder de over fly og har mere end ansatte link,positive,dat fejrer år fly dag år kirsten jesper rungholm lettede første fly dag råder fly ansatte
642,alle fans af bør tage sig tid til at se oprøret fra heden wow det er fedt tv skønne anekdoter fra steinlein ørgaard men hvor taler dog meget statistik link sldk fcmidtjylland,positive,fans tid oprøret heden wow fedt tv skønne anekdoter steinlein ørgaard taler statistik sldk fcmidtjylland
643,baggrundsinfo folkeforbundet er kendt fordi det indførte principiel ligestilling mellem kønnene ved alle stillingsbesættelser i altså lang tid inden det blev muligt for kvinder at blive ansat som diplomater i de fleste nationale udenrigstjenester,positive,baggrundsinfo folkeforbundet kendt indførte principiel ligestilling kønnene stillingsbesættelser altså lang tid inden muligt kvinder ansat diplomater nationale udenrigstjenester
644,jeg er vild med baggrundshistorien og ja eftersom single mangel på babyer i mit liv så passer jeg gerne,positive,vild baggrundshistorien eftersom single mangel babyer liv passer gerne
645,det er den hvor gurli er aarhusianer klart min favorit,positive,gurli aarhusianer klart favorit
646,alle kan jo blive klogere men det virker bare modsat når bif fans temmelig bevidst og som en direkte provokation synger det dagen efter og uden at vf er i miles omkreds det har været et stort tema og noget som der arbejdes på at få væk fra stadion brøndby if tager afstand,negative,klogere virker modsat bif fans bevidst direkte provokation synger dagen vf miles omkreds stort tema arbejdes væk stadion brøndby if tager afstand
